,steam_appid,name,developers,genres,released_date_1,detailed_description,pc_requirements_minimum,pc_requirements_recommended,mac_requirements_minimum,mac_requirements_recommended,linux_requirements_minimum,linux_requirements_recommended,price1,price2,price3,price4,price5
189,833540,The Platformer Gun,Daniel Dante,Action/Adventure/Indie,"Apr 19, 2018","The Platformer Gun it's a very challenging platformer with puzzle elements!<br />
<br />
Korokoro is trapped in some kind of facilty...? It seems to be some kind of test... maybe, she truly doesn't know, But luckily, she has the perfect tool to help her out through this place...The Platformer Gun!<br />
<br />
The Platformer gun it's a weapon that can create and shoot two types of platforms, the first one is a solid but stationary square-shaped platform and the second one a gaseous cloud-shaped projectile that serve as a moving platform.<br />
<br />
Use Korokoro's Platformer gun to create your way to surpass the obstacles and escape big evil dudes in 80+ levels!<br />
<br />
FEATURES:<br />
-80+ levels!<br />
-Bosses!<br />
-Original Soundtrack!<br />
-Password system!<br />
-Korokoro!<br />
-Torótoró!<br />
-Musopuyo!<br />
-Family Problems!",Minimum:OS: Windows 7 or laterProcessor: 2 GHz or betterMemory: 512 MB RAM MB RAMGraphics: Any OpenGL/Direct3D compatible card with 256MB+ vRAMDirectX: Version 9.0cStorage: 100 MB available spaceSound Card: probably,Not supported,Not supported,Not supported,Not supported,Not supported,19900,81100,36400,0,0
190,830710,The Eerie Inn,VDimension,Adventure/Indie,"Apr 19, 2018","Tired after a long day of hiking, two best friends Kendra and Jen are on a lookout for a place to stay for the night. On the advice of a passing driver, the girls end up in a cosy looking guest house located deep in the woods. It's not long after they had settled in their room that strange, unexplainable events begin to happen. The girls soon realize that a dark secret was hidden deep within the walls of the house...<br />
<br />
The Eerie Inn is a mystery, puzzle-solving horror game with a strong emphasis on the narrative. You play as one of the girls and your mission is to find out the truth behind the mysterious things happening inside the guest house. <br />
<br />
You can move freely around the house and explore the different rooms in it. Even during the day, you will see strange scary things occurring and sense a malignant presence within the walls of the house. But it's not until the nightfall after everyone has gone to sleep, that you will finally find out what really happened in that place. All you need is the bravery to traverse the dark corridors of the house with no one around to keep you company. No one alive at least...<br />
<br />
This is not a simple &quot;find a key to open this door&quot; game. Along the way to uncovering the truth behind the guest house, you will be challenged with interesting puzzles, and the captivating storyline will keep you hooked right until the very end of the game!",Minimum:OS: Windows 7Processor: Intel Core i3 5th Gen or EquivalentMemory: 2 GB RAMGraphics: 2GB GeForce GTX 650 or EquivalentDirectX: Version 9.0Storage: 2300 MB available spaceSound Card: DirectX compatible sound card,Not supported,Not supported,Not supported,Not supported,Not supported,69400,97500,66600,0,19100
191,792230,Zombie Serial Killer Incident,Shindenken,Action/Casual/Indie,"Apr 19, 2018","The days passed by, quietly and peacefully.But all it took was a seemingly insignificant occurrence to throw everything into chaos.Her small town transformed into a world of terror, crawling with zombies.The zombie hordes appearing everywhere are being systematically decimated before the young girl’s very eyes.Just what is going on...?!An unprecedented tale of click-based action and suspense is about to begin.Blow them zombies up real good with a single mouse click!Simple, yet deep―get ready for a new type of zombie shooter!Various types of zombies can be found walking/running/shambling around the screen. Take aim with your trusty shotgun and blow them to bits.Character IntroductionRegular Zombie. Explodes normally.Nerd Zombie. REALLY explodes.Hatchet Zombie. Sends his hatchet flying when killed. Time to bust out some combos!Bucket Zombie. Their cutting-edge headgear protects them from bullets! These guys can only be killed by a well-timed zombie explosion.Damsel. She’s in distress―protect her!Shooting the zombies causes them to explode. This explosion can take out other zombies as well. This is actually your best bet for taking them out in numbers.The zombies are lined up nicely... Shoot the zombie on the far right, and...BAM! Chain explosion!You can’t beat the game simply by shooting zombies randomly. Aim wisely, and shoot, uh... wisely-er!Can you clear all 50 stages (plus the three extras)?!You can find the HTML files inside the installation folder.","Minimum:OS: WindowsXP/Vista/7Processor: Pentium4 3.8GHz or greaterMemory: 512 MB RAMGraphics: TrueColor(24bit/32bit), (GeForce6600 / Radeon X1600 or more)Storage: 100 MB available spaceSound Card: DirectX Compatible Sound Card",Not supported,Not supported,Not supported,Not supported,Not supported,55600,56300,18700,0,0
192,841200,Intelligence,Laush Dmitriy Sergeevich,Casual/Indie,"Apr 19, 2018","Intelligence - a puzzle game in which you want to build the image so that the picture was like the original image. Move the puzzle tiles wisely to collect the correct order of the pieces of images. The essence of the game as in the old game ""Tag"" (15). The game will have 6 levels with 3x3 field size and 6 other levels with 4x4 field size. Each level has a different image.The game contains images of a cat, a crocodile, a woodpecker, two bouquets of flowers, two landscapes, the Kremlin, Putin, Kim Jong-UN, police car, the Capitol.Key features:  - 12 different levels - Random generation of tiles at the start of the level - Developing the brain - Achievements!",Minimum:OS: Windows XP and newerProcessor: Athlon 2 X3 450Memory: 1024 MB RAMGraphics: GeForce EN9600 GTStorage: 135 MB available space,Not supported,Not supported,Not supported,Not supported,Not supported,29400,85300,0,96200,42400
193,838980,Eon Fleet,OnBlind,Adventure/Indie,"Apr 19, 2018","Eon empire is back! And now you have to get in your spaceship and defend your homeplanet against whole Eon Fleet! <br />
<br />
Eon Fleet is a simple, yet fun and challenging space shooter with huge amount of enemies from spaceships to asteroids and space mines. <br />
<br />
Simple and fun arcade gameplay<br />
Two different modes - campaign and endless mode.<br />
Different powerups and enemies",Minimum:OS: Windows 7Processor: DualCoreGraphics: 128mbStorage: 65 MB available space,Not supported,Not supported,Not supported,Not supported,Not supported,84200,71500,29100,18900,87500
194,644560,Mirror,KAGAMI WORKs,Sexual Content/Nudity/Adventure/Indie/RPG,"Apr 19, 2018","It is said that there is a magic mirror, which is closely related to the destiny of numerous beautiful girls<br />
If you obtain it, you will be able to walk into the world of the beauties and experience a magnificent journey<br />
Among those girls, there is dark elf, who was born in a noble family but has a rebellious nature, she enjoys bring the fairness and justice to people by robbing the rich and help the poor<br />
There is the shrine maiden, who keeps Kyoto in peace will serve the Gods for her whole life.<br />
There is the zombie girl, who still maintains her human emotions and desires.<br />
<br />
Game Characteristics:<br />
<br />
This is a game that combines gem elimination and simple visual novel elements.<br />
If you want to learn more about those girls, you need to defeat them during a battle of gem elimination.<br />
If you want to win the battle, in addition to mastering the elimination skills and creating more skill gems, use the skills and props at crucial moments.<br />
Your choices will ultimately decide their fate.<br />
<br />
PS.Trading Cards and Achievements will come out with the final version.",Minimum:OS: WIN7 SP1/WIN8/WIN10/XPProcessor: 1.2 GHzMemory: 2 GB RAMGraphics: DirectX 9 compatible graphics cardStorage: 2 GB available space,Not supported,Minimum:OS: Mac OS X 10.6 or LaterProcessor: 1.2 GHzMemory: 2 GB RAMGraphics: DirectX 9 compatible graphics cardStorage: 2 GB available space,Not supported,Not supported,Not supported,84900,55800,32000,0,0
195,838260,Food From The Sky,Oxana,Adventure/Casual/Indie/Simulation,"Apr 19, 2018","<img src=""https://steamcdn-a.akamaihd.net/steam/apps/838260/extras/Description.png?t=1524174751"" ><br>Food From The Sky - is a casual game where you have to catch foods that fall from the sky. There is a good meal that raises your score counter, and there is a bad one that lowers. When you reach a certain number of food points, your difficulty level increases and the amount of falling food increases. The goal is to eat as much food as possible, and not to reach a negative number of food points, because then you will lose.<br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/838260/extras/Features.png?t=1524174751"" ><br><br>-Interest gameplay<br><br>-System of levels<br><br>-Perfect graphics and effects<br><br>-Pleasant music",Minimum:OS: Windows XP/7/8/8.1/10Processor: 1.2 Ghz or faster processorMemory: 512 MB RAMGraphics: 200 MBDirectX: Version 9.0Storage: 200 MB available spaceAdditional Notes: Keyboard and Mouse,Recommended:OS: Windows XP/7/8/8.1/10Processor: 2 GhzMemory: 1024 MB RAMGraphics: 512 MBDirectX: Version 9.0Storage: 200 MB available spaceAdditional Notes: Keyboard and Mouse,Not supported,Not supported,Not supported,Not supported,19300,20300,30400,0,79000
196,698770,Watch Me Jump,Jeremy Gable,Adventure/Indie/Sports,"Apr 19, 2018","Watch Me Jump is a digital story of scandal and betrayal, played out in four quarters. As WNBA all-star Audra Bee Mills, the player will have to navigate through the dialogue, shaping Audra's personality along the way through the choices made.Watch Me Jump is the first video game from award-winning playwright Jeremy Gable, and is adapted from his play of the same name. The player takes the role of Audra Bee Mills, who is about to become the highest paid women’s basketball player in the world. But on the night before playoffs, a scandal threatens to overturn everything she has worked for. And Audra has to figure out how to get through the night without losing either her dignity or her career.As the player moves through the game, various choices will influence Audra’s experience and personality. And with the decisions made, the player will help Audra determine what it truly means to be “the best"".Featuring completely original artwork and music, Watch Me Jump is a throwback to the games of the 8-bit era, combining the look and feel of old-school RPGs and text based adventures with a unique and original 21st century story. And simple, easy-to-use controls help move the player through the many twists of this intense and humorous journey.","Minimum:OS: Windows XP, Vista, 7, 8, or 10Memory: 256 MB RAMStorage: 60 MB available space",Not supported,Minimum:OS: Mac OSX 10.7 or laterMemory: 256 MB RAMStorage: 60 MB available space,Not supported,Not supported,Not supported,73300,40100,0,0,67300
197,800390,Puppet Fever,Coastalbyte Games,Casual/Early Access,"Apr 19, 2018","Act for your friends, try to make them understand what’s going on, but most importantly - make them laugh!Puppet Fever is local multiplayer party game where you take turns as the acting star of a virtual puppet theatre! Find yourself a friend or sibling, no additional controllers or headsets needed. Together you will become digital puppet masters.You Will:Act Like A Freak and Make Poor Choices!Make Up Silly Sound Effects and Voices!Take Giant Leaps Of Logic!Shout At Your Friends!Get shouted at by your friends and robots!You May Also:Start up an interactive livestream and invite your followers to the show!Take your time and create pictures and videos of your own puppet dramas!Share your best and worst creations on social media directly from the game!Content we have added so far:Hundreds of Puppets389 Unique English Word Cards with acting tips15 different Categories5 Player avatar masks 5 Enthusiastic Bot players for lonely gamers2 Game modesBut since we are in Early Access you can expect more to follow!",Minimum:OS: Windows 8.1 or newerProcessor: Intel i5-4590 / AMD Ryzen 5 1500XMemory: 8 GB RAMGraphics: NVIDIA GTX 970 / AMD Radeon R9 290DirectX: Version 11Storage: 2 GB available space,Recommended:OS: Windows 10Processor: Intel i5-4590 / AMD Ryzen 5 1500XMemory: 8 GB RAMGraphics: NVIDIA GTX 1060 / AMD Radeon RX 480DirectX: Version 11Storage: 2 GB available space,Not supported,Not supported,Not supported,Not supported,41800,74900,64000,50600,65100
198,832430,SimplyTrivia,Hootless,Casual,Apr 2018,"Do you want a multiplayer trivia game with next to no frills? Then you've found it! This is SimplyTrivia, here are the features:<br />
<br />
<br />
Online Trivia Database: The main source of trivia is OpenTDB. Feel free to submit questions there!<br />
<br />
Custom Question Packs: Create, download, and use packs of questions as trivia sources! Includes an intuitive and easy to use built-in editor for creating question packs.<br />
<br />
Online Multiplayer: Play with up to 7 friends at once!",Minimum:OS: Windows 7+Additional Notes: This should run on pretty much any Windows computer? It's not system intensive at all.,Not supported,Not supported,Not supported,Not supported,Not supported,78500,58800,41800,0,0
199,637120,Space God,Jellypig Games,Action/Casual/Indie,"Apr 18, 2018","Space God is a 'hyper retro neon' style top-down shooting game. Play in single player, online co-op mode, or online multiplayer. Don't stop, keep moving! and you might survive... maybe.Singleplayer, Online multiplayer and Co-opChallenge mode and a leaderboardDifferent stage objectives: Annihilation, Escape, Defense, and SurvivalMore than 20 unique weaponsMore than 20 playable stages and 60 maps3 difficulty levels: Normal, Hard, InsaneDON'T STOP, KEEP MOVING!You must keep moving to avoid enemy attacks. Kill enemies, move on to the next stage, rinse and repeat. Feeling frisky? Try challenge mode and get higher score than your competitors.UPGRADE YOUR SHIP and WEAPONSYou can unlock new ships and weapons using star coins earned from clearing the stages. Upgrade your ships and weapons to obtain a higher score.PLAY WITH OTHERSYou can play online co-op mode and other modes via multiplayer menu. Play with your friends and assert your dominance!PREPARE YOURSELFIt’s a rocket science, but you don’t need to know anything. You only need careful eyes and quick hands.DEVELOPER'S MESSAGEWe are indie developes in South Korea, with only two people in the team. We hope you and your friends will enjoy the game. We want to continue to make fun, engaging games. Please encourage us!",Minimum:OS: Windows 7 SP1 or higherProcessor: 2.0 GHz Dual-Core CPU or betterMemory: 2 GB RAMGraphics: NVIDIA GeForce GT 400 series or better (1GB VRAM required)DirectX: Version 11Network: Broadband Internet connectionStorage: 256 MB available space,Not supported,Minimum:OS: OS X 10.13 or higherProcessor: 2.0 GHz Dual-Core CPU or betterMemory: 2 GB RAMGraphics: Any compatible video cardNetwork: Broadband Internet connectionStorage: 300 MB available space,Not supported,"Minimum:OS: Tested on Ubuntu 16.04 LTS, Gentoo, ArchProcessor: 2.0 GHz Dual-Core CPU or betterMemory: 2 GB RAMGraphics: NVIDIA GeForce GT 400 series or better (1GB VRAM required)Network: Broadband Internet connectionStorage: 256 MB available spaceAdditional Notes: Depending on the Linux operating system, it may be difficult to execute.",Not supported,60000,17600,56100,0,0
200,806330,Retro Rocket Robot,Johannes Noak,Action/Indie,"Apr 18, 2018","update 1.0.5Shortly before publication the rocket backpack was updated: when standing on ground and not pressing the rocket button the rocket energy will now increase immediately. This makes the game more dynamic.About the GameRetro Rocket Robot is a 2d platformer game. But instead of jump & run your locomotion options are fly & slide using the rocket backpack and motion force field. Manage the robot through the caves, find a way out of the mazes by collecting all the energy coins in them. Survive evil traps, solve little puzzles and avoid touching enemies and lava walls, some of them can be destroyed by plasma laser or bombs. This is 80's gameplay, freshened up with modern graphics and game elements like checkpoins and level selection.",Minimum:OS: Windows 7Processor: 1 GHzMemory: 500 MB RAMGraphics: 500 MB graphics cardStorage: 50 MB available space,Recommended:OS: Windows 10Processor: 1.5 GHzMemory: 1 GB RAMGraphics: 1 GB graphics cartStorage: 50 MB available space,Not supported,Not supported,Not supported,Not supported,24800,42700,82900,37700,0
201,811850,Samba Shooter,Snowdrop Lab,Action/Indie,"Apr 18, 2018","Samba Shooter is an arcade style twin stick shooter.<br />
You will manipulate the cleaning robot &quot;Samba&quot; to defeat the enemies approaching.<br />
A strange enemy will await you.",Minimum:OS: Windows 10DirectX: Version 11,Not supported,Not supported,Not supported,Not supported,Not supported,78000,54400,44100,84600,25500
202,839890,Kama Bullet Heritage 2,Narko Games,Violent/Action/Adventure/Indie/RPG/Simulation/Sports,"Apr 18, 2018","<img src=""https://steamcdn-a.akamaihd.net/steam/apps/839890/extras/image.png?t=1524111576"" ><br><br>The whole city of Novosibirsk is mired in corruption and the sale of drugs. The main character was looking for work. He came from the small town of Kiselevsk and began to look for work on ads on Avito. He was offered to come for an interview and discuss work. When the protagonist Kama Bullet came to the company &quot;Mix &amp; Sol&quot; He was offered to sell drugs to children. Kama Bullet could no longer tolerate this outrage and decided to smash the whole office.<br><br>Help the main character Kame Poole to figure this out. Take on the role of fighter equipment &quot;TAA-SHAA.&quot; But note that one wrong blow or step will lead to irreversible death.<br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/839890/extras/asd.png?t=1524111576"" ><br>Features:<br>-Realistic graphics<br>-Best Gameplay<br>-Great music<br>-Difficulty passing","Minimum:OS: Windows /7/8/10Processor: Quad-core Intel or AMD, 2.5 GHz or fasterMemory: 4 GB RAMGraphics: NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higherDirectX: Version 11Storage: 2500 MB available spaceSound Card: DirectX Compatible Sound Card with latest drivers",Not supported,Not supported,Not supported,Not supported,Not supported,34000,29900,52700,93900,0
203,837920,Abnormal world: season one,Kedexa,Casual/Indie,"Apr 18, 2018","In this big abnormal world, there is not enough food. Your task is to feed the inhabitants of this world.<br />
You need to draw a line on the screen to feed them. From the tap, giving candy to their mouth.<br />
Each season will be updated.Total will be 3 seasons. Updates are free of charge<br />
<br />
Drawing: Evgenia slepisheva.","Minimum:OS: 7,8,10Processor: core 2 duo (or equivalent)Memory: 2 GB RAMGraphics: nvidia gt 9600 (or equivalent)DirectX: Version 9.0cStorage: 400 MB available spaceSound Card: High Definition Audio",Not supported,Not supported,Not supported,Not supported,Not supported,75400,42300,84400,0,65500
204,603330,Blasted Road Terror,Tryzna83,Action/Indie/RPG/Strategy,"Apr 18, 2018","Blasted Road Terror is real-time tactical looter in post apocalyptic setting. Command mighty warcrawler and manage squadron of vehicles in order to get unseen riches of the world and reach immortal glory. You will collect mighty arctifacts during your journey, enlarge your vehicle fleet, rebuild your home base, make new friends and discover terrible enemies.What to expect?Small scale rts like tactical combat.5 - 10 minutes long missions or 30 minutes long adventures (Patrols) - the choice is yours.5 mission types, each with unique needs for group composition and tactics.Interceptor/Marauder/Attack vehicle - classes. All with its specific traits and passive abilites.Tons of weapons and accessories, all with its purpose and specific way to use.NPC factions to gain reputations with and obtain unique rewards.Permanent main vehicle and base upgrades.3 environments to explore - Wasteland/Highland/Tundra - all with its unique set of enemies.Working Day/Night cycle with weather system to enrich your visual experience.This game is NOT:Action gameOpen world exploration experienceStory basedRogue likeForgiving & hand-holdingGameplayDont expect fast action, Blasted Road Terror is about tactical decisions and wise usage of limited resources. You have to consider group compositon and weapon distribution as each environment have different enemies which require different approach. Are you going to face enemies with strong armor? You are going to need flamers as they ignore enemy armor. Are you heading straight in to Riders teritory who are know to use a lot of bikers with high dodge chance? You better bring tesla weapon or two as they ignore enemy dodge. Are you going to run Patrol mission? You will probably need to rearm completely as you ll need to free up space in your main vehicle for extra consumables like vehicle spare parts, extra fuel to intercept bonus objectives or supply of purified water to refresh your warriors during mission.All your vehicles gain experience and gets stronger with each mission they survive, if you lose your vehicle, its lost forever along with its equipment. But dont worry replacement is allready waiting in vehicle workshop if you can afford it. Lacking screws? You can hire one or two wasteland heroes for a day and run easy missions till you will be able to rebuild your favourite squad again.Your main vehicle is the pumping heart of your squadron. In the begining its just a little more than armored brick but with each upgrade, you can shape to suit your needs. Do you want it to fill support role? No problem, equip it with additional ammo boxes for more carrying capacity, add spikes and giant buzzsaw crane to boost damage of all your vehicles. Attack role? Fit machine guns, explosive spearthrowers and dreaded missile launcher. Want it to tank for your your party? No problem, we ve got armor plates too!;-)",Minimum:OS: Windows10Processor: 1.2Ghz+Memory: 2 GB RAMGraphics: 256MBStorage: 100 MB available spaceAdditional Notes: 1080p monitor resolution strongly recommended.,Recommended:OS: Windows10Processor: 2GhzMemory: 4 GB RAMGraphics: 256MBStorage: 100 MB available spaceAdditional Notes: 1080p monitor resolution strongly recommended.,Not supported,Not supported,Not supported,Not supported,62400,94700,99000,0,74400
205,629270,Shiny Ninjas,Nifty Productions,Action/Indie,Spring 2018,"DescriptionPlay against your friends! Local or Online 2-4 Players. Control one of four Shiny Ninjas with the ability to dash in any direction, during which you not only slice through the enemy ninjas but can also pass through magical paper lanterns, which are spread throughout the level. This grants the Shiny Ninjas access to shortcuts around the otherwise dark level.Kill all other ninjas or claim their bases to become the last ninja standing.Key FeaturesDash forward with a Light-Infused attack to dispose of enemies or pass through illuminated barriersBackport ability allows you to protect your base quickly even when you play agressiveYour strategy must change constantly to react to and counter enemy behavior""If light travels so fast, how come it's never caught a Ninja?""",Minimum:OS: Win 7+Processor: Intel i5Memory: 4 GB RAMGraphics: Intel HD4000DirectX: Version 10Storage: 1 GB available space,Not supported,Not supported,Not supported,Not supported,Not supported,24800,53300,22500,0,82900
206,551170,Onmyoji,NetEase Games,Adventure/RPG/Strategy,"Apr 18, 2018","A Tale of DemonsBegin your legendary journey through a Japanese-style fantasy RPG. Your epic adventure starts in the Heian period of Japanese history, a time when humans and demons co-exist…It was a hellish time when spirits and demons lurked in the shadows, striking fear into the hearts of men. The only ones standing against the oncoming darkness and terror were the onmyoji – masters of mystery. Divining the future, observing the stars, traveling between worlds, and ultimately bending spirits to their will, the onmyoji sustained the balance between the humans and the demons.Enter the incredible, vibrant world of spirits and demons, and watch mysteries unfold before your very eyes.Play as a Legendary Onmyoji from Japanese FolkloreBe reincarnated as Abe no Seimei, a legendary onmyoji from Japanese folklore. Help Seimei on his journey to recover his lost memories while encountering demons of all shapes and forms. Unravel the supernatural tales of the shikigami, spirits, and demons, and listen to their inner voices.Collect and Evolve Hundreds of ShikigamiCollect nearly a hundred different magical spirits called shikigami, each with their own unique stories and abilities. Strengthen your shikigami or change their appearances by evolving them.Multi-dimensional Gameplay and Strategic BattlingUnleash your shikigami in semi-real time battles with other onmyoji in your area or from around the world. Build your dream tactical team by choosing shikigami based on their abilities and strengths, then send them into battles against other teams. Challenge yourself with various and exciting game modes including Duels, Realm Raids, Boss Challenges, Demon Parade, and much more.Exquisite Reproduction of Ancient KyotoImmaculate 3D modeling takes you into the vibrant, immersive world of Kyoto during the Heian period. Relax in peaceful courtyards and pass through otherworldly Torii gates, watch the spring cherry blossoms drift, and wrap yourself in the solemnity of palaces and shrines. Detailed rendering and painstaking worldbuilding will immerse you in the mesmerizing, fantasy world of Onmyoji.An Auditory and Visual FeastOnmyoji features many of Japan's top voice actors, including Rie Kugimiya (Fullmetal Alchemist), Noriaki Sugiyama (Naruto), Miyuki Sawashiro (Di Gi Charat), Tatsuhisa Suzuki (Final Fantasy XV), Jun Fukuyama (Super Smash Bros), Nana Mizuki (Naruto), Akira Ishida (Neon Genesis Evangelion) and more. This talented group brings all the characters of the game to life and helps paint their mysterious yet poignant tales.An original soundtrack by world renowned composer Shigeru Umebayashi (Mood for Love, 2046, House of Flying Daggers) provides a lush soundscape to transport players deep into the mysteries of the ancient Japan.Social SystemYou can create virtual realms and interact with other players in Onmyoji. Invite your friends to battle alongside you against boss demons, or challenge them to a duel!Travel through the zones of the living and the dead with your new friends, or even break through dimensions by connecting with them in the real world.",Minimum:OS: win7/8/10Processor: Intel E2140/Athlon 64 x2 4000Memory: 1 GB RAMGraphics: G41Network: Broadband Internet connectionStorage: 2 GB available space,Recommended:OS: win7/8/10Processor: Intel Core i3-2310M/AMD A6-6400KMemory: 2 GB RAMGraphics: NVIDIA Geforce9600GTNetwork: Broadband Internet connectionStorage: 2 GB available space,Not supported,Not supported,Not supported,Not supported,65700,65000,88100,0,17400
207,446530,One Last Crane - Prologue,Blissful Work's/DigitalEZ,Adventure/Casual/Free to Play/Indie,"Apr 18, 2018","Special OfferOur Kickstarter campaign was a huge success! If you missed it, you can still pledge through PayPal and get the fabulous rewards! All funds will go directly into Blissful Work's account to support the development of One Last Crane. Please check it here https://digitalez.cc/olc/Indiegogo campaign:https://www.indiegogo.com/projects/one-last-crane-visual-novel-apps-pc#/Kickstarter campaign:https://www.kickstarter.com/projects/878373124/one-last-crane-visual-novelAbout the GameOne Last Crane is a visual novel centered on Yuuki Murakami, a boy who has a brain tumor. After a long year of treatment without any positive results, Yuuki asks for his final wish: to return to his hometown and fulfill his promise to meet again with his childhood friend, Saki Nishimura. However, as always, things are hard for him.  Saki no longer lives where she used to, and no one knows her whereabouts. The last hint Yuuki got was from the high school Saki had said she wanted to attend—Shimizu High School. Together with his adopted little sister, Mary, and his new tomboyish neighbor, Chihiro, Yuuki keeps searching for the girl, only to meet Asuka Fujimoto, the most popular girl at school, who happens to look like Saki.  Not once has Yuuki doubted that Asuka really is Saki, but Asuka gives him the cold shoulder without admitting that she’s Saki. Could she really be a different person? Faced with the prospect that his life could end soon, Yuuki is determined to find Saki, even within another person.",Minimum:OS: Windows 7/8.1/10Processor: Dual-Core CPU or betterMemory: 2 GB RAMGraphics: DirectX 9/OpenGL capable GPUDirectX: Version 9.0cStorage: 700 MB available space,Not supported,Minimum:OS: Mac OSX 10.10 or higherProcessor: Dual-Core CPU or betterMemory: 2 GB RAMGraphics: Compatible with OpenGLStorage: 700 MB available space,Not supported,Minimum:OS: Linux UbuntuProcessor: Dual-Core CPU or betterMemory: 700 MB RAMGraphics: Compatible with OpenGLStorage: 1 GB available space,Not supported,26200,22900,67700,0,0
208,735850,Trailer Park Boys: Greasy Money,East Side Games,Casual/Free to Play/Indie/Simulation,"Apr 18, 2018","Trailer Park Boys: Greasy Money is an idle clicker game, rebuilt from mobile to PC. Play with Bubbles, Ricky and Julian along with all the Trailer Park Boys characters. Let’s go boys!GREASY EVENTSMore events than you can shake a sh*thawk at! Regular limited time events give you the chance to unlock greasy new characters and costumes! Be sure to check in frequently to see what events are coming to Sunnyvale.MAKE GREASY MONEYManage and collect greasy cash from your businesses. Collect liquor and cards to upgrade buildings in the trailer park. Too lazy to work? Hire workers to run your businesses when you can’t play.COLLECT CHARACTERSOver 30 character cards to collect! Unlock new characters from bustin’ open trunks or beating bosses. Upgrade characters to make more money and increase profits!DECENT!Use crowbars to bust open car trunks for rare items and cards. Follow along with the story through comedic cutscenes. Play your way through all of the seasons, think you beat them all?BOSS FIGHTSKnock knock… guess what!? Throw down with resident Trailer Park supervisors including Randy and Mr. Lahey in boss fights. Use your middle-finger strength to battle your way through boss fights! The faster your click, the faster you fight!JAIL IS AWESOMEGetting busted is part of the job! Lose your cash, but keep your upgrades. After each season ends, you get to start running your park with more profits, faster upgrades and even greasier money!","Minimum:OS: Microsoft® Windows 7, or Windows 8 ClassicProcessor: 2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devicesMemory: 512 MB RAMDirectX: Version 9.0Network: Broadband Internet connectionStorage: 500 MB available space",Not supported,"Minimum:OS: Mac OS X v10.6, and aboveProcessor: Intel® Core™ Duo 1.83GHz or faster processorMemory: 512 MB RAMNetwork: Broadband Internet connectionStorage: 500 MB available space",Not supported,Not supported,Not supported,28300,0,35200,0,26900
209,797660,Legend Knight,Qian Light Network Technology,Action/Massively Multiplayer/RPG/Strategy,"Apr 18, 2018","Xianfu System<br />
In the game, each player can have his own fairy house. The player can upgrade the level of the fairy house and change his fairy house from the elementary fairy house to the senior fairy house. In the fairy house, the player can not only complete one-stop operation. Various functional operations that enhance one's own strength can also satisfy the uniqueness that DIY players dress up their own fairy houses.<br />
In Xianfu, there are the following functional buildings:<br />
Xianling Hall, the main building of Xianfu;<br />
God will be the room, God will be the higher the room level can be recruited to senior God;<br />
The beast room has a function of inspecting animals and animals and synthesizing animals and animals.<br />
Recurring towers, high-level equipment, and drop points for various treasures;<br />
Ling Shi, to provide players with a steady flow of reiki;<br />
Sinister is in a dense environment, endless copies of explorations, and more treasures waiting for you;<br />
Blacksmith shop, the best equipment of the cast;<br />
Dan room, the birthplace of the peerless immortality;<br />
God will system<br />
Still boring and boring to fight for one person? Still worried about how one person can challenge but BOSS? These aren't the problems in 《Legend Knight》. God will provide you with powerful and attractive and fun partners.<br />
<br />
In the game, players can recruit various mythical characters as their partners through God's room, sweeping demons together and swaying the world. God will be able to wear the same equipment as the protagonist, practice skills, and practice realm.<br />
In the game, God will be divided into five general qualities: ordinary, sophisticated, perfect, legendary, and peerless. The player can obtain high-quality and high-quality miracles by raising the level of the miracle room in the fairy house.<br />
The player recruits God will be able to later train God to raise the level of God, enhance the attributes of God through the cultivation of attributes, and learn various kinds of books and so on.",Minimum:OS: Windows 7 or NewerProcessor: 2.0 GHz Dual coreMemory: 2 GB RAMGraphics: Intel Graphics HD 4000 or Nvidia GT 620Network: Broadband Internet connectionStorage: 4 GB available space,Recommended:OS: Windows 7 or NewerProcessor: 2.0 GHz Dual coreMemory: 2 GB RAMGraphics: Intel Graphics HD 4000 or Nvidia GT 620Network: Broadband Internet connectionStorage: 4 GB available space,Not supported,Not supported,Not supported,Not supported,57100,54600,45400,0,0
